"","shipmode","Segment","Region","City","Total_sales","Total_profit","Total_Disc"
"1250","Standard Class","Consumer","West","Modesto",273.358,15.3237,0.2
"1251","Standard Class","Consumer","West","Moreno Valley",884.68,213.1624,0
"1252","Standard Class","Consumer","West","Morgan Hill",545.01,7.846,0.35
"1253","Standard Class","Consumer","West","Murrieta",484.65,92.0835,0
"1254","Standard Class","Consumer","West","North Las Vegas",3238.586,359.332,0.4
"1255","Standard Class","Consumer","West","Oakland",1449.334,297.4926,0.4
"1256","Standard Class","Consumer","West","Oceanside",60.08,26.9536,0
"1257","Standard Class","Consumer","West","Ontario",283.92,-46.137,0.2
"1258","Standard Class","Consumer","West","Orem",2849.28,468.9951,0
"1259","Standard Class","Consumer","West","Oxnard",127.95,21.7515,0
"1260","Standard Class","Consumer","West","Parker",193.634,-197.232,1.1
"1261","Standard Class","Consumer","West","Pasadena",1944.196,230.433,0.4
"1262","Standard Class","Consumer","West","Pasco",2201.112,357.5244,0.4
"1263","Standard Class","Consumer","West","Peoria",329.44,-23.0076,0.8
"1264","Standard Class","Consumer","West","Phoenix",6210.284,-958.6822,9
"1265","Standard Class","Consumer","West","Pomona",910.792,-27.7534,0.2
"1266","Standard Class","Consumer","West","Portland",1688.726,30.5769,3
"1267","Standard Class","Consumer","West","Provo",912.75,118.6575,0
"1268","Standard Class","Consumer","West","Pueblo",845.728,84.5728,0.2
"1269","Standard Class","Consumer","West","Rancho Cucamonga",73.152,29.8008,0.2
"1270","Standard Class","Consumer","West","Redding",333.576,25.0182,0.2
"1271","Standard Class","Consumer","West","Redlands",189.99,53.1981,0
"1272","Standard Class","Consumer","West","Redmond",820.638,19.5976,1.9
"1273","Standard Class","Consumer","West","Redondo Beach",7.64,3.7436,0
"1274","Standard Class","Consumer","West","Renton",1242.632,185.4324,0.4
"1275","Standard Class","Consumer","West","Rio Rancho",1114.192,119.5878,0.4
"1276","Standard Class","Consumer","West","Riverside",32.76,14.478,0
"1277","Standard Class","Consumer","West","Roseville",300.926,114.1064,0.2
"1278","Standard Class","Consumer","West","Sacramento",41.99,11.3383,0
"1279","Standard Class","Consumer","West","Salem",403.741,-7.7414,3.6
"1280","Standard Class","Consumer","West","Salt Lake City",122.16,46.5672,0.2
"1281","Standard Class","Consumer","West","San Bernardino",868.772,31.2972,0.75
"1282","Standard Class","Consumer","West","San Clemente",90.058,42.5419,0.2
"1283","Standard Class","Consumer","West","San Diego",19251.066,2779.0264,5.05
"1284","Standard Class","Consumer","West","San Francisco",29318.984,5409.8024,9.5
"1285","Standard Class","Consumer","West","San Jose",3877.159,639.9052,0.95
"1286","Standard Class","Consumer","West","San Luis Obispo",3.62,1.1946,0
"1287","Standard Class","Consumer","West","Santa Ana",1562.208,188.3723,0.6
"1288","Standard Class","Consumer","West","Santa Barbara",356.79,99.9012,0
"1289","Standard Class","Consumer","West","Santa Fe",92.52,18.504,0
"1290","Standard Class","Consumer","West","Scottsdale",23.472,8.802,0.2
"1291","Standard Class","Consumer","West","Seattle",28574.698,6420.2211,8.6
"1292","Standard Class","Consumer","West","Sierra Vista",14.368,3.9512,0.2
"1293","Standard Class","Consumer","West","Spokane",70.98,20.5842,0
"1294","Standard Class","Consumer","West","Springfield",1056.635,-504.3674,4.4
"1295","Standard Class","Consumer","West","Stockton",159.88,73.5448,0
"1296","Standard Class","Consumer","West","Tempe",327.04,-31.113,0.6
"1297","Standard Class","Consumer","West","Thornton",10.944,0.9576,0.2
"1298","Standard Class","Consumer","West","Tigard",1122.968,-249.494,0.6
"1299","Standard Class","Consumer","West","Tucson",2366.776,241.5138,2.7
"1300","Standard Class","Consumer","West","Vallejo",110.098,37.8771,0.2
"1301","Standard Class","Consumer","West","Visalia",310.86,84.563,0
"1302","Standard Class","Consumer","West","West Jordan",256.35,92.6823,0.2
"1303","Standard Class","Consumer","West","Westminster",3551.518,688.343,1.2
"1304","Standard Class","Consumer","West","Whittier",444.768,44.4768,0.2
"1305","Standard Class","Consumer","West","Woodland",239.984,23.9984,0.2
"1306","Standard Class","Corporate","Central","Amarillo",205.3328,-36.2352,0.32
"1307","Standard Class","Corporate","Central","Arlington",1513.223,-130.8197,4.3
"1308","Standard Class","Corporate","Central","Aurora",719.095,-473.2698,1
"1309","Standard Class","Corporate","Central","Austin",3145.438,-308.6771,4.4
"1310","Standard Class","Corporate","Central","Baytown",10.368,3.6288,0.2
"1311","Standard Class","Corporate","Central","Broken Arrow",1604.73,355.773,0
"1312","Standard Class","Corporate","Central","Bryan",550.816,-179.2486,1.1
"1313","Standard Class","Corporate","Central","Carrollton",109.654,24.3794,1.2
"1314","Standard Class","Corporate","Central","Cedar Hill",115.296,40.3536,0.2
"1315","Standard Class","Corporate","Central","Chicago",9240.438,-2582.9327,20.6
"1316","Standard Class","Corporate","Central","Columbia",77.21,27.7354,0
"1317","Standard Class","Corporate","Central","Columbus",3325.2,1257.8743,0
"1318","Standard Class","Corporate","Central","Corpus Christi",114.784,-47.3384,1.4
"1319","Standard Class","Corporate","Central","Dallas",5257.8242,-1507.9059,14.92
"1320","Standard Class","Corporate","Central","Dearborn",1603.31,467.3864,0.1
"1321","Standard Class","Corporate","Central","Decatur",193.266,-317.0295,1
"1322","Standard Class","Corporate","Central","Des Moines",340.22,105.9391,0
"1323","Standard Class","Corporate","Central","Detroit",7467.914,1648.9183,0.2
"1324","Standard Class","Corporate","Central","Eau Claire",32.56,8.4656,0
"1325","Standard Class","Corporate","Central","El Paso",49.568,17.9684,0.2
"1326","Standard Class","Corporate","Central","Fort Worth",1739.9904,-303.3718,5.04
"1327","Standard Class","Corporate","Central","Franklin",4722.68,1276.1765,0
"1328","Standard Class","Corporate","Central","Freeport",45.248,3.9592,0.2
"1329","Standard Class","Corporate","Central","Fremont",133.7,46.62,0
"1330","Standard Class","Corporate","Central","Garden City",257.98,74.8142,0
"1331","Standard Class","Corporate","Central","Grand Prairie",95.32,-19.5346,1
"1332","Standard Class","Corporate","Central","Grand Rapids",234.55,112.3355,0
"1333","Standard Class","Corporate","Central","Grapevine",41.528,8.7749,0.4
"1334","Standard Class","Corporate","Central","Green Bay",58.42,22.1604,0
"1335","Standard Class","Corporate","Central","Haltom City",6.608,2.1476,0.2
"1336","Standard Class","Corporate","Central","Highland Park",577.122,4.4664,0.5
"1337","Standard Class","Corporate","Central","Houston",9684.2604,-316.5374,18.64
"1338","Standard Class","Corporate","Central","Huntsville",3658.3988,-177.0088,2.62
"1339","Standard Class","Corporate","Central","Indianapolis",125.93,35.2604,0
"1340","Standard Class","Corporate","Central","Irving",15.936,5.1792,0.2
"1341","Standard Class","Corporate","Central","Jackson",3476.004,907.1209,0.1
"1342","Standard Class","Corporate","Central","Kenosha",974.9,287.3705,0
"1343","Standard Class","Corporate","Central","La Crosse",773.59,243.6661,0
"1344","Standard Class","Corporate","Central","Lafayette",18358.14,8768.5951,0
"1345","Standard Class","Corporate","Central","Lincoln Park",220.31,38.6283,0
"1346","Standard Class","Corporate","Central","Maple Grove",735.98,331.191,0
"1347","Standard Class","Corporate","Central","Marion",115.84,54.4448,0
"1348","Standard Class","Corporate","Central","Mcallen",17.798,-13.2785,1.8
"1349","Standard Class","Corporate","Central","Mesquite",51.272,-86.2184,1.8
"1350","Standard Class","Corporate","Central","Milwaukee",2800.93,767.8633,0
"1351","Standard Class","Corporate","Central","Minneapolis",18.84,6.0288,0
"1352","Standard Class","Corporate","Central","Missouri City",6.37,-9.555,0.8
"1353","Standard Class","Corporate","Central","Naperville",147.168,16.5564,0.2
"1354","Standard Class","Corporate","Central","Noblesville",2678.94,241.1046,0
"1355","Standard Class","Corporate","Central","Norman",63.88,24.9132,0
"1356","Standard Class","Corporate","Central","Oak Park",591.052,152.0428,0.2
"1357","Standard Class","Corporate","Central","Odessa",29.794,-19.1604,1
"1358","Standard Class","Corporate","Central","Oklahoma City",94.95,37.2597,0
"1359","Standard Class","Corporate","Central","Omaha",89.97,18.8937,0
"1360","Standard Class","Corporate","Central","Overland Park",419.96,118.2238,0
"1361","Standard Class","Corporate","Central","Pasadena",1.624,-4.466,0.8
"1362","Standard Class","Corporate","Central","Pearland",24.62,-13.5042,1
"1363","Standard Class","Corporate","Central","Peoria",125.98,-9.7236,2.3
"1364","Standard Class","Corporate","Central","Plano",9.856,3.4496,0.2
"1365","Standard Class","Corporate","Central","Port Arthur",5.184,1.8144,0.2
"1366","Standard Class","Corporate","Central","Richmond",146.65,58.7896,0
"1367","Standard Class","Corporate","Central","Rochester",43,20.2716,0
"1368","Standard Class","Corporate","Central","Rockford",38.016,13.7808,0.2
"1369","Standard Class","Corporate","Central","Roseville",118.92,54.7032,0
"1370","Standard Class","Corporate","Central","Saint Charles",10.56,4.752,0
"1371","Standard Class","Corporate","Central","Saint Cloud",1331.82,469.614,0
"1372","Standard Class","Corporate","Central","Saint Louis",52.59,15.777,0
"1373","Standard Class","Corporate","Central","Saint Paul",77.88,22.5852,0
"1374","Standard Class","Corporate","Central","San Angelo",305.312,-8.7232,0.3
"1375","Standard Class","Corporate","Central","San Antonio",2127.746,-2.23599999999999,6
"1376","Standard Class","Corporate","Central","Sioux Falls",1117.19,333.9218,0
"1377","Standard Class","Corporate","Central","Skokie",12.624,3.945,0.2
"1378","Standard Class","Corporate","Central","Springfield",5714.82,2637.6384,0
"1379","Standard Class","Corporate","Central","Taylor",9.84,2.8536,0
"1380","Standard Class","Corporate","Central","Tulsa",736.26,100.7796,0
"1381","Standard Class","Corporate","Central","Woodbury",607.65,196.0962,0
"1382","Standard Class","Corporate","Central","Woodstock",845.488,-12.0784,0.3
"1383","Standard Class","Corporate","East","Akron",1736.816,-66.045,1.6
"1384","Standard Class","Corporate","East","Auburn",538.02,78.0183,0
"1385","Standard Class","Corporate","East","Baltimore",1577.6,474.3659,0
"1386","Standard Class","Corporate","East","Bangor",1164.45,422.2204,0
"1387","Standard Class","Corporate","East","Belleville",1263.67,98.2864,0
"1388","Standard Class","Corporate","East","Beverly",2583.19,654.9194,0
"1389","Standard Class","Corporate","East","Bowling Green",1126.294,78.646,0.8
"1390","Standard Class","Corporate","East","Bridgeton",52.41,3.4416,0
"1391","Standard Class","Corporate","East","Bristol",455.23,100.9964,0.3
"1392","Standard Class","Corporate","East","Buffalo",1722.538,209.162,0.1
"1393","Standard Class","Corporate","East","Burlington",6282.24,1533.2273,0
"1394","Standard Class","Corporate","East","Cincinnati",125.744,25.3724,0.6
"1395","Standard Class","Corporate","East","Cleveland",144.904,-55.7642,0.9
"1396","Standard Class","Corporate","East","Clinton",2966.86,666.492,0
"1397","Standard Class","Corporate","East","Columbia",122.34,47.3484,0
"1398","Standard Class","Corporate","East","Columbus",1169.554,-194.8122,5.9
"1399","Standard Class","Corporate","East","Cuyahoga Falls",8.352,1.2528,0.2
"1400","Standard Class","Corporate","East","Dover",195.86,73.7388,0
"1401","Standard Class","Corporate","East","Dublin",9.096,1.7055,0.2
"1402","Standard Class","Corporate","East","Fairfield",1602.476,184.4419,0.4
"1403","Standard Class","Corporate","East","Franklin",1617.944,-235.6468,0.3
"1404","Standard Class","Corporate","East","Gaithersburg",405.92,105.541,0
"1405","Standard Class","Corporate","East","Hackensack",1456.16,451.2547,0
"1406","Standard Class","Corporate","East","Hempstead",1671.08,482.662,0.6
"1407","Standard Class","Corporate","East","Jamestown",159.98,57.5928,0
"1408","Standard Class","Corporate","East","Kent",103.968,16.8948,0.2
"1409","Standard Class","Corporate","East","Lakewood",11501.034,2607.4816,1.4
"1410","Standard Class","Corporate","East","Lancaster",775.401,-98.1529,3.5
"1411","Standard Class","Corporate","East","Laurel",152.59,46.1733,0
"1412","Standard Class","Corporate","East","Lawrence",811.35,309.2565,0
"1413","Standard Class","Corporate","East","Leominster",191.62,67.7656,0
"1414","Standard Class","Corporate","East","Linden",115.36,49.6048,0
"1415","Standard Class","Corporate","East","Lindenhurst",55.48,26.6304,0
"1416","Standard Class","Corporate","East","Long Beach",1321.916,-221.0713,0.8
"1417","Standard Class","Corporate","East","Lowell",69.93,32.1678,0
"1418","Standard Class","Corporate","East","Marion",1620.03,-464.3862,0.8
"1419","Standard Class","Corporate","East","Medina",1816.696,-1196.0596,2
"1420","Standard Class","Corporate","East","Middletown",208.85,51.3905,0
"1421","Standard Class","Corporate","East","Morristown",1868.43,863.2721,0
"1422","Standard Class","Corporate","East","Mount Vernon",1982.462,598.0447,0.2
"1423","Standard Class","Corporate","East","Nashua",21.12,6.5472,0
"1424","Standard Class","Corporate","East","New Bedford",212.79,42.8367,0
"1425","Standard Class","Corporate","East","New York City",39658.508,7311.3443,10.5
"1426","Standard Class","Corporate","East","Newark",5479.492,1375.162,0.8
"1427","Standard Class","Corporate","East","Oceanside",405.3,110.9779,0
"1428","Standard Class","Corporate","East","Orange",76.12,22.0748,0
"1429","Standard Class","Corporate","East","Perth Amboy",815.12,352.7596,0
"1430","Standard Class","Corporate","East","Philadelphia",16473.239,-2811.8767,38.6
"1431","Standard Class","Corporate","East","Plainfield",883.32,185.9784,0
"1432","Standard Class","Corporate","East","Providence",612.86,-20.9434,0.3
"1433","Standard Class","Corporate","East","Reading",15.008,1.5008,0.2
"1434","Standard Class","Corporate","East","Revere",775.94,230.5654,0
"1435","Standard Class","Corporate","East","Rochester",571.18,-144.6581,0.6
"1436","Standard Class","Corporate","East","Rome",90.882,15.147,0.1
"1437","Standard Class","Corporate","East","Springfield",1533.214,134.7639,1.4
"1438","Standard Class","Corporate","East","Toledo",1039.438,-217.6676,4.4
"1439","Standard Class","Corporate","East","Troy",23.976,-15.5844,0.4
"1440","Standard Class","Corporate","East","Utica",40.48,14.5728,0
"1441","Standard Class","Corporate","East","Vineland",250.55,35.8612,0
"1442","Standard Class","Corporate","East","Waterbury",584.77,159.6767,0
"1443","Standard Class","Corporate","East","Watertown",35.91,9.6957,0
"1444","Standard Class","Corporate","East","Westfield",161.49,23.4078,0
"1445","Standard Class","Corporate","East","Wilmington",1271.42,353.6124,0
"1446","Standard Class","Corporate","East","Woonsocket",51.45,13.8915,0
"1447","Standard Class","Corporate","East","York",817.978,-102.1692,2.1
"1448","Standard Class","Corporate","South","Alexandria",192.22,69.1992,0
"1449","Standard Class","Corporate","South","Apopka",29.97,-23.7792,1.4
"1450","Standard Class","Corporate","South","Arlington",138.53,39.6192,0
"1451","Standard Class","Corporate","South","Asheville",16.272,-3.8646,0.2
"1452","Standard Class","Corporate","South","Athens",286.09,84.4434,0
"1453","Standard Class","Corporate","South","Atlanta",25.23,9.423,0
"1454","Standard Class","Corporate","South","Bossier City",129.92,10.3936,0
"1455","Standard Class","Corporate","South","Bowling Green",140.81,39.4268,0
"1456","Standard Class","Corporate","South","Bristol",369.042,-134.9654,2.3
"1457","Standard Class","Corporate","South","Cary",438.592,46.2204,0.8
"1458","Standard Class","Corporate","South","Chapel Hill",14.016,4.7304,0.2
"1459","Standard Class","Corporate","South","Charlotte",2278.904,309.5106,3.1
"1460","Standard Class","Corporate","South","Chattanooga",140.324,-24.1208,0.9
"1461","Standard Class","Corporate","South","Chesapeake",125.64,47.3544,0
"1462","Standard Class","Corporate","South","Columbia",2912.516,-638.8503,0.8
"1463","Standard Class","Corporate","South","Columbus",3813.13,1318.623,0
"1464","Standard Class","Corporate","South","Coral Gables",64.248,22.3578,0.4
"1465","Standard Class","Corporate","South","Coral Springs",6.992,0.5244,0.2
"1466","Standard Class","Corporate","South","Decatur",2714.13,858.4043,0
"1467","Standard Class","Corporate","South","Deltona",581.104,68.3612,0.9
"1468","Standard Class","Corporate","South","Durham",231.32,68.6911,0.6
"1469","Standard Class","Corporate","South","East Point",268.4,102.0138,0
"1470","Standard Class","Corporate","South","Fayetteville",525.996,88.9798,0.6
"1471","Standard Class","Corporate","South","Florence",738.54,45.5004,0
"1472","Standard Class","Corporate","South","Fort Lauderdale",519.68,58.464,0.2
"1473","Standard Class","Corporate","South","Franklin",55.936,12.0076,0.4
"1474","Standard Class","Corporate","South","Greensboro",179.435,-26.8204,2.2
"1475","Standard Class","Corporate","South","Greenville",17.616,-14.0928,0.7
"1476","Standard Class","Corporate","South","Hampton",1417.35,575.9101,0
"1477","Standard Class","Corporate","South","Hattiesburg",239.7,105.468,0
"1478","Standard Class","Corporate","South","Henderson",828.84,0,0
"1479","Standard Class","Corporate","South","Hialeah",45.584,5.1282,0.2
"1480","Standard Class","Corporate","South","Hollywood",9.216,3.3408,0.2
"1481","Standard Class","Corporate","South","Huntsville",242.77,77.4102,0
"1482","Standard Class","Corporate","South","Jackson",858.432,250.9773,0.2
"1483","Standard Class","Corporate","South","Jacksonville",3246.919,-587.361,8.5
"1484","Standard Class","Corporate","South","Knoxville",4.368,0.3822,0.2
"1485","Standard Class","Corporate","South","Lafayette",364.93,67.975,0
"1486","Standard Class","Corporate","South","Lakeland",562.2925,-255.5875,0.45
"1487","Standard Class","Corporate","South","Little Rock",484.79,187.7404,0
"1488","Standard Class","Corporate","South","Melbourne",95.616,9.5616,0.2
"1489","Standard Class","Corporate","South","Memphis",852.233,119.2778,2.1
"1490","Standard Class","Corporate","South","Miami",2198.74,-988.4407,3.5
"1491","Standard Class","Corporate","South","Monroe",323.928,59.2892,0.6
"1492","Standard Class","Corporate","South","Montgomery",478.4,96.7906,0
"1493","Standard Class","Corporate","South","Murfreesboro",306.989,9.487,3.3
"1494","Standard Class","Corporate","South","Nashville",3062.678,273.9492,2.7
"1495","Standard Class","Corporate","South","Newport News",788.86,122.9662,0
"1496","Standard Class","Corporate","South","North Charleston",14.76,4.2804,0
"1497","Standard Class","Corporate","South","Orlando",601.434,42.6337,1.5
"1498","Standard Class","Corporate","South","Palm Coast",7.434,-5.6994,0.7
"1499","Standard Class","Corporate","South","Plantation",838.484,-43.7079,2.8
"1500","Standard Class","Corporate","South","Pompano Beach",90.44,15.0065,0.6
"1501","Standard Class","Corporate","South","Raleigh",61.876,-6.3784,0.9
"1502","Standard Class","Corporate","South","Richmond",1122.04,431.161,0
"1503","Standard Class","Corporate","South","Roswell",2753.73,1283.6247,0
"1504","Standard Class","Corporate","South","Saint Petersburg",1442.424,147.5673,2.5
"1505","Standard Class","Corporate","South","Sandy Springs",21.19,7.9958,0
"1506","Standard Class","Corporate","South","Smyrna",171.906,-41.3337,1.1
"1507","Standard Class","Corporate","South","Springfield",9967.62,2761.8203,0
"1508","Standard Class","Corporate","South","Tallahassee",521.431,12.2777,1.5
"1509","Standard Class","Corporate","South","Tampa",602.019,-72.5939,1.5
"1510","Standard Class","Corporate","South","Texarkana",605.34,145.2816,0
"1511","Standard Class","Corporate","South","Virginia Beach",3522.54,1498.6747,0
"1512","Standard Class","Corporate","South","Wilmington",39.072,9.768,0.2
"1513","Standard Class","Corporate","South","Wilson",191.808,-24.4032,0.6
"1514","Standard Class","Corporate","West","Albuquerque",702.052,137.383,0.2
"1515","Standard Class","Corporate","West","Anaheim",596.42,166.1924,0
"1516","Standard Class","Corporate","West","Aurora",891.834,-443.772,0.9
"1517","Standard Class","Corporate","West","Bakersfield",36.16,14.3408,0.2
"1518","Standard Class","Corporate","West","Bellevue",5.28,1.5312,0
"1519","Standard Class","Corporate","West","Bellingham",1099.5,362.835,0
"1520","Standard Class","Corporate","West","Boise",1004.5,184.1499,0.4
"1521","Standard Class","Corporate","West","Brentwood",3397.732,902.0742,0.6
"1522","Standard Class","Corporate","West","Broomfield",68.432,8.554,0.2
"1523","Standard Class","Corporate","West","Caldwell",455.632,58.6966,0.2
"1524","Standard Class","Corporate","West","Camarillo",1452.7875,151.5779,0.55
"1525","Standard Class","Corporate","West","Carlsbad",151.884,35.1458,0.6
"1526","Standard Class","Corporate","West","Chandler",73.915,-45.8273,0.5
"1527","Standard Class","Corporate","West","Chico",753.112,-14.0445,0.6
"1528","Standard Class","Corporate","West","Coachella",163.55,47.1736,0
"1529","Standard Class","Corporate","West","Colorado Springs",108.218,17.5684,1.3
"1530","Standard Class","Corporate","West","Denver",4426.168,-282.7146,4.3
"1531","Standard Class","Corporate","West","Draper",111.93,34.6983,0
"1532","Standard Class","Corporate","West","Edmonds",179.97,86.3856,0
"1533","Standard Class","Corporate","West","El Cajon",387.136,4.8392,0.2
"1534","Standard Class","Corporate","West","Everett",3.856,1.3978,0.2
"1535","Standard Class","Corporate","West","Fairfield",34.624,10.9938,0.4
"1536","Standard Class","Corporate","West","Fresno",794.99,283.1502,0.6
"1537","Standard Class","Corporate","West","Gilbert",2792.496,322.347,1
"1538","Standard Class","Corporate","West","Glendale",321.528,25.2618,0.8
"1539","Standard Class","Corporate","West","Gresham",403.168,25.198,0.2
"1540","Standard Class","Corporate","West","Hesperia",1213.1715,98.5269,0.55
"1541","Standard Class","Corporate","West","Hillsboro",23.766,3.1527,0.9
"1542","Standard Class","Corporate","West","Huntington Beach",19.16,8.4038,0
"1543","Standard Class","Corporate","West","Las Vegas",31.08,8.3916,0
"1544","Standard Class","Corporate","West","Lehi",16.776,1.6776,0.2
"1545","Standard Class","Corporate","West","Lodi",39.68,16.2688,0
"1546","Standard Class","Corporate","West","Long Beach",10.1,4.3738,0
"1547","Standard Class","Corporate","West","Longmont",165.6,-6.21,0.2
"1548","Standard Class","Corporate","West","Los Angeles",28099.896,5099.9862,8.35
"1549","Standard Class","Corporate","West","Louisville",36.176,4.2652,0.4
"1550","Standard Class","Corporate","West","Medford",9.762,-6.8334,0.7
"1551","Standard Class","Corporate","West","Meridian",21.312,7.992,0.2
"1552","Standard Class","Corporate","West","Mesa",1144.779,-127.7934,2.6
"1553","Standard Class","Corporate","West","Montebello",27.88,3.9032,0
"1554","Standard Class","Corporate","West","Moreno Valley",182.72,84.0512,0
"1555","Standard Class","Corporate","West","Oakland",2390.776,374.5798,0.6
"1556","Standard Class","Corporate","West","Orem",11.68,4.2048,0
"1557","Standard Class","Corporate","West","Oxnard",131.48,37.2649,0.4
"1558","Standard Class","Corporate","West","Parker",874.308,33.0427,2.5
"1559","Standard Class","Corporate","West","Pasadena",370.128,83.4435,0.2
"1560","Standard Class","Corporate","West","Phoenix",2060.347,-633.5483,4.9
"1561","Standard Class","Corporate","West","Pomona",421.42,123.6446,0
"1562","Standard Class","Corporate","West","Portland",378.08,69.4354,0.8
"1563","Standard Class","Corporate","West","Rancho Cucamonga",5.76,2.6496,0
"1564","Standard Class","Corporate","West","Redlands",14.28,6.7116,0
"1565","Standard Class","Corporate","West","Redmond",177.225,-120.513,0.5
"1566","Standard Class","Corporate","West","Redondo Beach",1840.043,120.8373,0.75
"1567","Standard Class","Corporate","West","Redwood City",41.904,14.1426,0.2
"1568","Standard Class","Corporate","West","Reno",163.408,55.5597,0.2
"1569","Standard Class","Corporate","West","Riverside",147.44,41.1856,0
"1570","Standard Class","Corporate","West","Roseville",423.05,198.865,0
"1571","Standard Class","Corporate","West","Sacramento",6742.636,2012.9044,0.8
"1572","Standard Class","Corporate","West","San Diego",7285.377,1002.9973,3.95
"1573","Standard Class","Corporate","West","San Francisco",16771.322,2231.3362,6.55
"1574","Standard Class","Corporate","West","San Jose",907.25,172.2728,0.95
"1575","Standard Class","Corporate","West","Santa Clara",10.56,4.752,0
"1576","Standard Class","Corporate","West","Scottsdale",419.664,133.9464,0.4
"1577","Standard Class","Corporate","West","Seattle",22139.87,4628.1774,4.8
"1578","Standard Class","Corporate","West","Sierra Vista",61.704,12.8769,0.4
"1579","Standard Class","Corporate","West","Sparks",2396.4,179.73,0.2
"1580","Standard Class","Corporate","West","Springfield",2772.081,-22.2764,3
"1581","Standard Class","Corporate","West","Tempe",141.752,-4.9566,0.4
"1582","Standard Class","Corporate","West","Thousand Oaks",175.37,79.5342,0
"1583","Standard Class","Corporate","West","Tigard",65.07,19.0026,0.9
"1584","Standard Class","Corporate","West","Torrance",3132.268,545.151,0.6
"1585","Standard Class","Corporate","West","Tucson",1098.48,-153.5154,2.5
"1586","Standard Class","Corporate","West","Twin Falls",1148.806,266.1649,0.2
"1587","Standard Class","Corporate","West","Vancouver",9.64,3.6632,0
"1588","Standard Class","Corporate","West","Yucaipa",50.8,13.208,0
"1589","Standard Class","Home Office","Central","Arlington",11.646,-17.469,0.8
"1590","Standard Class","Home Office","Central","Aurora",474.572,-104.305,2
"1591","Standard Class","Home Office","Central","Austin",94.508,-19.1493,1.2
"1592","Standard Class","Home Office","Central","Bedford",20.96,6.812,0.2
"1593","Standard Class","Home Office","Central","Bloomington",308.6,107.7118,0
"1594","Standard Class","Home Office","Central","Bolingbrook",9.98,-16.467,0.8
"1595","Standard Class","Home Office","Central","Chicago",2945.934,-1614.3739,9.7
"1596","Standard Class","Home Office","Central","Columbus",262.02,76.623,0
"1597","Standard Class","Home Office","Central","Dallas",3514.357,-93.6698,9
"1598","Standard Class","Home Office","Central","Danville",43.372,-69.3952,0.8
"1599","Standard Class","Home Office","Central","Detroit",947.4,250.9684,0
"1600","Standard Class","Home Office","Central","Dubuque",1423.34,401.126,0
"1601","Standard Class","Home Office","Central","Eagan",74.94,34.1838,0
"1602","Standard Class","Home Office","Central","Eau Claire",91.68,45.84,0
"1603","Standard Class","Home Office","Central","El Paso",11.364,-4.5225,1
"1604","Standard Class","Home Office","Central","Elmhurst",891.628,-212.1321,0.9
"1605","Standard Class","Home Office","Central","Fargo",28.38,13.559,0
"1606","Standard Class","Home Office","Central","Fort Worth",71.354,-127.674,1.6
"1607","Standard Class","Home Office","Central","Franklin",47.97,14.8707,0
"1608","Standard Class","Home Office","Central","Frisco",27.168,-1.3584,0.2
"1609","Standard Class","Home Office","Central","Grand Prairie",23.68,8.88,0.2
"1610","Standard Class","Home Office","Central","Highland Park",3.136,-4.704,0.8
"1611","Standard Class","Home Office","Central","Holland",130.36,63.0588,0
"1612","Standard Class","Home Office","Central","Houston",2613.654,-455.8357,10.94
"1613","Standard Class","Home Office","Central","Independence",1577.94,757.4112,0
"1614","Standard Class","Home Office","Central","Indianapolis",639.83,103.9546,0
"1615","Standard Class","Home Office","Central","Jackson",5564.703,1840.0299,0.1
"1616","Standard Class","Home Office","Central","Jefferson City",86.62,8.662,0
"1617","Standard Class","Home Office","Central","Lafayette",526.45,31.587,0
"1618","Standard Class","Home Office","Central","Lawrence",196.33,91.4608,0
"1619","Standard Class","Home Office","Central","League City",554.166,-4.5604,0.9
"1620","Standard Class","Home Office","Central","Lubbock",11.364,-17.046,0.8
"1621","Standard Class","Home Office","Central","Manhattan",273.96,10.9584,0
"1622","Standard Class","Home Office","Central","Marion",106.32,49.9704,0
"1623","Standard Class","Home Office","Central","Mcallen",100.86,-183.1062,1
"1624","Standard Class","Home Office","Central","Milwaukee",621.97,178.3151,0
"1625","Standard Class","Home Office","Central","Minneapolis",692.94,173.235,0
"1626","Standard Class","Home Office","Central","Moorhead",479.9,81.583,0
"1627","Standard Class","Home Office","Central","Muskogee",19.67,5.311,0
"1628","Standard Class","Home Office","Central","Naperville",288.06,-65.9901,1.2
"1629","Standard Class","Home Office","Central","Normal",366.744,-110.0232,0.3
"1630","Standard Class","Home Office","Central","Odessa",340.116,-9.7176,0.3
"1631","Standard Class","Home Office","Central","Oklahoma City",2176.19,395.6327,0
"1632","Standard Class","Home Office","Central","Olathe",895.79,207.4108,0
"1633","Standard Class","Home Office","Central","Omaha",322.58,83.0776,0
"1634","Standard Class","Home Office","Central","Orland Park",339.96,67.992,0.2
"1635","Standard Class","Home Office","Central","Park Ridge",541.144,-287.0014,0.8
"1636","Standard Class","Home Office","Central","Pasadena",1029.838,-326.0636,2.9
"1637","Standard Class","Home Office","Central","Pharr",1416.304,-216.2264,1
"1638","Standard Class","Home Office","Central","Richmond",3554.68,1070.3838,0
"1639","Standard Class","Home Office","Central","Rockford",266.02,-37.0224,1.1
"1640","Standard Class","Home Office","Central","Roseville",2165.12,644.3432,0
"1641","Standard Class","Home Office","Central","Saginaw",19.76,8.2992,0
